,location,bedrooms,bathrooms,price,Bed/Bath
495,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
496,"Shanzu, Mombasa",1,1,55000,1.0
497,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
499,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
500,"Kilimani, Nairobi",3,3,75000,1.0
502,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
503,"Westlands, Nairobi",2,2,100000,1.0
504,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
505,"Kileleshwa, Nairobi",3,4,70000,0.75
506,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
507,"Near Valley Arcade, Lavington, Nairobi",3,3,80000,1.0
508,"Kileleshwa, Nairobi",1,1,110000,1.0
509,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
510,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
511,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
513,"Muthaiga, Nairobi",4,5,300000,0.8
514,"Nyali, Mombasa",1,1,5000,1.0
515,"Westlands, Nairobi",4,2,165000,2.0
516,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
517,"Shanzu, Mombasa",1,1,55000,1.0
518,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
520,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
521,"Kilimani, Nairobi",3,3,75000,1.0
523,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
524,"Westlands, Nairobi",2,2,100000,1.0
525,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
526,"Kileleshwa, Nairobi",3,4,70000,0.75
527,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
528,"Near Valley Arcade, Lavington, Nairobi",3,3,80000,1.0
529,"Kileleshwa, Nairobi",1,1,110000,1.0
530,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
531,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
533,"Muthaiga, Nairobi",4,5,300000,0.8
534,"Nyali, Mombasa",1,1,5000,1.0
535,"Westlands, Nairobi",4,2,165000,2.0
536,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
537,"Shanzu, Mombasa",1,1,55000,1.0
538,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
539,"Kileleshwa, Nairobi",3,4,70000,0.75
541,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
542,"Kilimani, Nairobi",3,3,75000,1.0
544,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
545,"Westlands, Nairobi",2,2,100000,1.0
546,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
547,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
548,"Kileleshwa, Nairobi",3,4,70000,0.75
549,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
550,"Kileleshwa, Nairobi",1,1,110000,1.0
551,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
552,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
554,"Muthaiga, Nairobi",4,5,300000,0.8
555,"Nyali, Mombasa",1,1,5000,1.0
556,"Westlands, Nairobi",4,2,165000,2.0
557,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
558,"Westlands, Nairobi",4,2,165000,2.0
559,"Shanzu, Mombasa",1,1,55000,1.0
560,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
562,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
563,"Kilimani, Nairobi",3,3,75000,1.0
565,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
566,"Westlands, Nairobi",2,2,100000,1.0
567,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
568,"Kileleshwa, Nairobi",3,4,70000,0.75
569,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
570,"Near Valley Arcade, Lavington, Nairobi",3,3,80000,1.0
571,"Kileleshwa, Nairobi",1,1,110000,1.0
572,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
573,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
574,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
576,"Muthaiga, Nairobi",4,5,300000,0.8
577,"Nyali, Mombasa",1,1,5000,1.0
578,"Westlands, Nairobi",4,2,165000,2.0
579,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
580,"Shanzu, Mombasa",1,1,55000,1.0
581,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
583,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
584,"Kilimani, Nairobi",3,3,75000,1.0
586,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
587,"Westlands, Nairobi",2,2,100000,1.0
588,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
589,"Kileleshwa, Nairobi",3,4,70000,0.75
590,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
591,"Near Valley Arcade, Lavington, Nairobi",3,3,80000,1.0
592,"Kileleshwa, Nairobi",1,1,110000,1.0
593,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
594,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
596,"Muthaiga, Nairobi",4,5,300000,0.8
597,"Nyali, Mombasa",1,1,5000,1.0
598,"Westlands, Nairobi",4,2,165000,2.0
599,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
600,"Shanzu, Mombasa",1,1,55000,1.0
602,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
604,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
605,"Kilimani, Nairobi",3,3,75000,1.0
607,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
608,"Westlands, Nairobi",2,2,100000,1.0
609,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
610,"Kileleshwa, Nairobi",3,4,70000,0.75
611,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
612,"Near Valley Arcade, Lavington, Nairobi",3,3,80000,1.0
613,"Kileleshwa, Nairobi",1,1,110000,1.0
614,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
615,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
617,"Muthaiga, Nairobi",4,5,300000,0.8
618,"Nyali, Mombasa",1,1,5000,1.0
619,"Westlands, Nairobi",4,2,165000,2.0
620,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
621,"Shanzu, Mombasa",1,1,55000,1.0
622,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
624,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
625,"Kilimani, Nairobi",3,3,75000,1.0
627,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
628,"Westlands, Nairobi",2,2,100000,1.0
629,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
630,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
631,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
632,"Kileleshwa, Nairobi",3,4,70000,0.75
633,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
634,"Kileleshwa, Nairobi",1,1,110000,1.0
635,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
636,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
638,"Muthaiga, Nairobi",4,5,300000,0.8
639,"Nyali, Mombasa",1,1,5000,1.0
640,"Westlands, Nairobi",4,2,165000,2.0
641,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
642,"Shanzu, Mombasa",1,1,55000,1.0
643,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
644,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
646,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
647,"Kilimani, Nairobi",3,3,75000,1.0
649,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
650,"Westlands, Nairobi",2,2,100000,1.0
651,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
652,"Kileleshwa, Nairobi",3,4,70000,0.75
653,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
654,"Near Valley Arcade, Lavington, Nairobi",3,3,80000,1.0
655,"Kileleshwa, Nairobi",1,1,110000,1.0
656,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
657,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
659,"Muthaiga, Nairobi",4,5,300000,0.8
660,"Nyali, Mombasa",1,1,5000,1.0
661,"Westlands, Nairobi",4,2,165000,2.0
662,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
663,"Shanzu, Mombasa",1,1,55000,1.0
665,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
667,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
668,"Kilimani, Nairobi",3,3,75000,1.0
670,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
671,"Westlands, Nairobi",2,2,100000,1.0
672,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
673,"Kileleshwa, Nairobi",3,4,70000,0.75
674,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
675,"Near Valley Arcade, Lavington, Nairobi",3,3,80000,1.0
676,"Kileleshwa, Nairobi",1,1,110000,1.0
677,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
678,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
680,"Muthaiga, Nairobi",4,5,300000,0.8
681,"Nyali, Mombasa",1,1,5000,1.0
682,"Westlands, Nairobi",4,2,165000,2.0
683,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
684,"Shanzu, Mombasa",1,1,55000,1.0
685,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
687,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
688,"Kilimani, Nairobi",3,3,75000,1.0
690,"Westlands, Nairobi",4,2,165000,2.0
691,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
692,"Westlands, Nairobi",2,2,100000,1.0
693,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
694,"Kileleshwa, Nairobi",3,4,70000,0.75
695,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
696,"Near Valley Arcade, Lavington, Nairobi",3,3,80000,1.0
697,"Kileleshwa, Nairobi",1,1,110000,1.0
698,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
699,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
701,"Muthaiga, Nairobi",4,5,300000,0.8
702,"Nyali, Mombasa",1,1,5000,1.0
703,"Westlands, Nairobi",4,2,165000,2.0
704,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
705,"Shanzu, Mombasa",1,1,55000,1.0
706,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
708,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
709,"Kilimani, Nairobi",3,3,75000,1.0
710,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
712,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
713,"Westlands, Nairobi",2,2,100000,1.0
714,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
715,"Kileleshwa, Nairobi",3,4,70000,0.75
716,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
717,"Near Valley Arcade, Lavington, Nairobi",3,3,80000,1.0
718,"Kileleshwa, Nairobi",1,1,110000,1.0
719,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
720,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
722,"Muthaiga, Nairobi",4,5,300000,0.8
723,"Nyali, Mombasa",1,1,5000,1.0
724,"Westlands, Nairobi",4,2,165000,2.0
725,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
726,"Shanzu, Mombasa",1,1,55000,1.0
727,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
729,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
730,"Kilimani, Nairobi",3,3,75000,1.0
732,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
733,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
734,"Westlands, Nairobi",2,2,100000,1.0
735,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
736,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
737,"Kileleshwa, Nairobi",3,4,70000,0.75
738,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
739,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
740,"Kileleshwa, Nairobi",1,1,110000,1.0
741,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
742,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
744,"Muthaiga, Nairobi",4,5,300000,0.8
745,"Nyali, Mombasa",1,1,5000,1.0
746,"Westlands, Nairobi",4,2,165000,2.0
747,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
748,"Shanzu, Mombasa",1,1,55000,1.0
749,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
751,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
752,"Kilimani, Nairobi",3,3,75000,1.0
754,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
755,"Westlands, Nairobi",2,2,100000,1.0
756,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
757,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
758,"Kileleshwa, Nairobi",3,4,70000,0.75
759,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
760,"Kileleshwa, Nairobi",1,1,110000,1.0
761,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
762,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
764,"Muthaiga, Nairobi",4,5,300000,0.8
765,"Nyali, Mombasa",1,1,5000,1.0
766,"Westlands, Nairobi",4,2,165000,2.0
767,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
768,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
769,"Shanzu, Mombasa",1,1,55000,1.0
770,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
772,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
773,"Kilimani, Nairobi",3,3,75000,1.0
775,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
776,"Westlands, Nairobi",2,2,100000,1.0
777,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
778,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
779,"Kileleshwa, Nairobi",3,4,70000,0.75
780,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
781,"Kileleshwa, Nairobi",1,1,110000,1.0
782,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
783,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
785,"Muthaiga, Nairobi",4,5,300000,0.8
786,"Nyali, Mombasa",1,1,5000,1.0
787,"Westlands, Nairobi",4,2,165000,2.0
788,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
789,"Shanzu, Mombasa",1,1,55000,1.0
790,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
792,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
793,"Kilimani, Nairobi",3,3,75000,1.0
794,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
796,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
797,"Westlands, Nairobi",2,2,100000,1.0
798,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
799,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
800,"Kileleshwa, Nairobi",3,4,70000,0.75
801,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
802,"Kileleshwa, Nairobi",1,1,110000,1.0
803,"Kileleshwa, Nairobi",3,4,70000,0.75
804,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
805,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
807,"Muthaiga, Nairobi",4,5,300000,0.8
808,"Nyali, Mombasa",1,1,5000,1.0
809,"Westlands, Nairobi",4,2,165000,2.0
810,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
811,"Shanzu, Mombasa",1,1,55000,1.0
812,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
814,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
815,"Kilimani, Nairobi",3,3,75000,1.0
817,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
818,"Westlands, Nairobi",2,2,100000,1.0
819,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
820,"Kileleshwa, Nairobi",3,4,70000,0.75
821,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
822,"Near Valley Arcade, Lavington, Nairobi",3,3,80000,1.0
823,"Kileleshwa, Nairobi",1,1,110000,1.0
824,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
825,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
827,"Muthaiga, Nairobi",4,5,300000,0.8
828,"Nyali, Mombasa",1,1,5000,1.0
829,"Westlands, Nairobi",4,2,165000,2.0
830,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
831,"Shanzu, Mombasa",1,1,55000,1.0
832,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
835,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
836,"Kilimani, Nairobi",3,3,75000,1.0
838,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
839,"Westlands, Nairobi",2,2,100000,1.0
840,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
841,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
842,"Kileleshwa, Nairobi",3,4,70000,0.75
843,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
844,"Kileleshwa, Nairobi",1,1,110000,1.0
845,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
846,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
847,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
849,"Muthaiga, Nairobi",4,5,300000,0.8
850,"Nyali, Mombasa",1,1,5000,1.0
851,"Westlands, Nairobi",4,2,165000,2.0
852,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
853,"Shanzu, Mombasa",1,1,55000,1.0
854,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
856,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
857,"Kilimani, Nairobi",3,3,75000,1.0
859,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
860,"Westlands, Nairobi",2,2,100000,1.0
861,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
862,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
863,"Kileleshwa, Nairobi",3,4,70000,0.75
864,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
865,"Kileleshwa, Nairobi",1,1,110000,1.0
866,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
867,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
869,"Muthaiga, Nairobi",4,5,300000,0.8
871,"Nyali, Mombasa",1,1,5000,1.0
872,"Westlands, Nairobi",4,2,165000,2.0
873,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
874,"Shanzu, Mombasa",1,1,55000,1.0
875,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
877,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
878,"Kilimani, Nairobi",3,3,75000,1.0
880,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
881,"Westlands, Nairobi",2,2,100000,1.0
882,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
883,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
884,"Kileleshwa, Nairobi",3,4,70000,0.75
885,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
886,"Kileleshwa, Nairobi",1,1,110000,1.0
887,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
888,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
890,"Muthaiga, Nairobi",4,5,300000,0.8
891,"Nyali, Mombasa",1,1,5000,1.0
892,"Westlands, Nairobi",4,2,165000,2.0
893,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
894,"Shanzu, Mombasa",1,1,55000,1.0
895,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
897,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
898,"Kilimani, Nairobi",3,3,75000,1.0
900,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
901,"Westlands, Nairobi",2,2,100000,1.0
903,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
904,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
905,"Kileleshwa, Nairobi",3,4,70000,0.75
906,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
907,"Kileleshwa, Nairobi",1,1,110000,1.0
908,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
909,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
911,"Muthaiga, Nairobi",4,5,300000,0.8
912,"Nyali, Mombasa",1,1,5000,1.0
913,"Westlands, Nairobi",4,2,165000,2.0
914,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
915,"Shanzu, Mombasa",1,1,55000,1.0
916,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
917,"Shanzu, Mombasa",1,1,55000,1.0
919,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
920,"Kilimani, Nairobi",3,3,75000,1.0
922,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
923,"Westlands, Nairobi",2,2,100000,1.0
924,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
925,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
926,"Kileleshwa, Nairobi",3,4,70000,0.75
927,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
928,"Kileleshwa, Nairobi",1,1,110000,1.0
929,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
930,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
931,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
933,"Muthaiga, Nairobi",4,5,300000,0.8
934,"Nyali, Mombasa",1,1,5000,1.0
935,"Westlands, Nairobi",4,2,165000,2.0
936,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
937,"Shanzu, Mombasa",1,1,55000,1.0
938,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
940,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
941,"Kilimani, Nairobi",3,3,75000,1.0
943,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
944,"Westlands, Nairobi",2,2,100000,1.0
945,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
946,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
947,"Kileleshwa, Nairobi",3,4,70000,0.75
948,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
949,"Kileleshwa, Nairobi",1,1,110000,1.0
950,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
951,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
953,"Muthaiga, Nairobi",4,5,300000,0.8
954,"Nyali, Mombasa",1,1,5000,1.0
955,"Westlands, Nairobi",4,2,165000,2.0
956,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
957,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
958,"Shanzu, Mombasa",1,1,55000,1.0
959,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
961,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
962,"Kilimani, Nairobi",3,3,75000,1.0
964,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
965,"Westlands, Nairobi",2,2,100000,1.0
966,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
967,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
968,"Kileleshwa, Nairobi",3,4,70000,0.75
969,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
970,"Kileleshwa, Nairobi",1,1,110000,1.0
971,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
972,"Kilimani, Nairobi",2,3,65000,0.6666666666666666
974,"Muthaiga, Nairobi",4,5,300000,0.8
975,"Nyali, Mombasa",1,1,5000,1.0
976,"Westlands, Nairobi",4,2,165000,2.0
977,"Kikuyu Town Bus park Kikuyu, Kikuyu, Kikuyu",3,3,55000,1.0
978,"Shanzu, Mombasa",1,1,55000,1.0
979,"Westlands downtown, Westlands, Nairobi",2,2,75000,1.0
980,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
982,"Kileleshwa Nairobi, Kileleshwa, Nairobi",2,2,55000,1.0
983,"Kilimani, Nairobi",3,3,75000,1.0
985,"Grevillea Grove Spring Valley, Spring Valley, Nairobi",2,3,65000,0.6666666666666666
986,"Westlands, Nairobi",2,2,100000,1.0
987,"Vihiga road, Kileleshwa, Nairobi",3,3,100000,1.0
988,"Riverside Dr Nairobi, Riverside, Nairobi",3,3,200000,1.0
989,"Kileleshwa, Nairobi",3,4,70000,0.75
990,"Links Rd Mombasa, Nyali, Mombasa",3,2,38000,1.5
991,"Kileleshwa, Nairobi",1,1,110000,1.0
992,"Thika Rd Nairobi, Kahawa Wendani, Nairobi",4,2,57750,2.0
